11/10/2017,Barreau du Québec v. Quebec (Attorney General),McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52913603/20171110-161956-.htm
11/3/2017,Association of Justice Counsel v. Canada (Attorney General),McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),53001503/20171127-125947-.htm
11/2/2017,"Ktunaxa Nation v. British Columbia (Forests, Lands and Natural Resource Operations)",McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52852303/20171103-085220-.htm
11/1/2017,R. v. Millington,Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Rowe J. (Malcom),52852403/20171103-085220-.htm
11/1/2017,R. v. Robinson,Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Rowe J. (Malcom),52852503/20171103-085220-.htm
10/27/2017,Teva Canada Ltd. v. TD Canada Trust,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52812903/20171027-154153-.htm
10/19/2017,Tran v. Canada (Public Safety and Emergency Preparedness),McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Neill) ; Rowe J. (Malcom),52766603/20171019-154246-.htm
10/16/2017,R. v. Bourgeois,Moldaver J. (Micheal J.) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52743703/20171016-153546-.htm
10/13/2017,Montréal (City) v. Dorval,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell),52742703/20171016-095051-.htm
10/6/2017,Canada (Attorney General) v. Fontaine,McLachlin J. (Beverley) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52608803/20171006-142331-.htm
9/28/2017,Canada (Attorney General) v. Thouin,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Brown J. (Russell) ; Rowe J. (Malcom),52531503/20170928-101113-.htm
9/22/2017,R. v. Durham Regional Crime Stoppers Inc.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52462403/20170922-100717-.htm
9/8/2017,India v. Badesha,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),52332203/20170908-135906-.htm
7/28/2017,Uniprix inc. v. Gestion Gosselin et Bérubé inc.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51950603/20170728-111734-.htm
7/27/2017,Quebec (Attorney General) v. Guérin,McLachlin J. (Beverley) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51950503/20170728-111734-.htm
7/26/2017,Clyde River (Hamlet) v. Petroleum Geo?Services Inc.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom) ; Dawson J. (Eleanor R.),51950303/20170728-111734-.htm
7/26/2017,Chippewas of the Thames First Nation v. Enbridge Pipelines Inc.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51950403/20170728-111734-.htm
7/13/2017,Wilson v. Alharayeri,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51904903/20170713-152511-.htm
7/7/2017,R. v. George,Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Gascon J. (Clément) ; Côté J. (Suzanne),51871103/20170707-143114-.htm
7/6/2017,R. v. Alex,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51864403/20170706-184844-.htm
6/30/2017,AstraZeneca Canada Inc. v. Apotex Inc.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51841403/20170630-095425-.htm
6/29/2017,R. v. Bradshaw,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Côté J. (Suzanne) ; Brown J. (Russell),51837303/20170629-100404-.htm
6/28/2017,Google Inc. v. Equustek Solutions Inc.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51833703/20170628-142243-.htm
6/23/2017,"Douez v. Facebook, Inc.",McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Moldaver J. (Micheal J.),51815603/20170623-144942-.htm
6/22/2017,Teal Cedar Products Ltd. v. British Columbia,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51806803/20170622-095050-.htm
6/16/2017,R. v. Cody,Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell),51781903/20170620-100734-.htm
6/15/2017,Stewart v. Elk Valley Coal Corp.,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51781803/20170620-100734-.htm
6/9/2017,Pellerin Savitz LLP v. Guindon,McLachlin J. (Beverley) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51781703/20170620-100734-.htm
6/2/2017,Saadati v. Moorhead,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51760003/20170619-103129-.htm
6/1/2017,R. v. Antic,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51759903/20170619-103129-.htm
5/25/2017,Levan Turner v. Attorney General of Canada,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51583003/20170601-103811-.htm
5/12/2017,Quebec (Director of Criminal and Penal Prosecutions) v. Jodoin,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51806603/20170622-092650-.htm
4/28/2017,R. v. George,Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Gascon J. (Clément) ; Côté J. (Suzanne),51289403/canLii-2017ca.htm
4/27/2017,R. v. Hunt,Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell),51248003/canLii-2017Sc.htm
4/21/2017,Pintea v. Johns,McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51288603/canLii-2017Sc.htm
4/21/2017,Lajeunesse (Re),McLachlin J. (Beverley) ; Abella J. (Rosalie Silberman) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell) ; Rowe J. (Malcom),51289103/canLii-2017Sc.htm
4/6/2017,Ostiguy v. Allie,McLachlin J. (Beverley) ; Moldaver J. (Micheal J.) ; Karakatsanis J. (Andromache) ; Wagner J. (Richard) ; Gascon J. (Clément) ; Côté J. (Suzanne) ; Brown J. (Russell),51201503/canLii-2017Sc.htm
